"v_link";"v_title";"v_description";"v_subject";"v_course";"v_topic"
"pVXwH62l43k";"Examples on Spring based with Energy and Momentum";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"2htckwDkugI";"Momentum";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"HdjxMw9bumI";"Conservation of momentum";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"bAfEu2zf12A";"Calculation of centre of mass of discrete bodies";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"FY8cxQzxsng";"3D: Mass distribution";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"-q-WiX-KVXo";"Examples on Bullet Hitting a sticks the wall";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"Ov7UMD97RGU";"Head on 1D collision";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"1uPF6_4rJKQ";"Examples on Blasting (rocket)";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"kcVx2Kw4lkk";"For isolated system of two and more than two mass, displacement of one body connected with other spring,wedge,balloon problems";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"AIbZSl8SUBs";"Examples on Linear momentum in 2D-inelastic collision";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"RKERiyi2mlk";"Examples on Linear momentum";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"3VNURjjiwaQ";"Examples on Elastic Collisions in 1 Dimension Deriving the Final Velocities";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"BZOkrCQRVWM";"Examples on Energy based (quadratic equation) in 2D-inelastic collision";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"micdsvMmY9Q";"Coefficient of restitution";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"CWvoiW7uUP8";"Examples on Calculation of Velocity of centre of mass and acceleration";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"6_qvsfQLTc4";"Examples on Collision problem";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"-vdk5J-9S0I";"Linear momentum in 2D-inelastic collision";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"5CmgNCjRVFE";"2D: Mass distribution";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"uKIDcmzVyjQ";"Elastic Collisions in 2D";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"Xyts39QMGaY";"Conservation of Energy and momentum";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"GcfxXqOn1c4";"Impulse in Collisions in 2D";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"fN3O98HRsL8";"Examples on Center-of-momentum frame";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"0Yo7Izga1q8";"Multi-step energy momentum";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"Es8euE8XR1Y";"Basic shape with uniform density";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"Sm7nuBGY094";"Examples on Center of mass of a composite shape";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"Kci-eYKUQdY";"Elastic Collisions in 1 Dimension Deriving the Final Velocities";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"OZfIT1yKuzo";"Examples on Cavity based";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"ZZRSn8-YZg8";"Impulse in Collisions";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"inAOV2d4P10";"Motion of the center of mass";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"1kzpEvZrE-E";"Foundational geometry";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"onJZGnMH6aM";"Working in C.M. frame";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"9hJm3ym3EN4";"Examples on Loss of energy due to collision";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"CakcrITlx5g";"Examples on Spring problem";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"0sbzWZhOG10";"Linear momentum in 2D-Elastic Collision";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"wAf6t0PNM5U";"Oblique 2D collision";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"iMcbnw-5t6k";"Linear momentum in collision 1D";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"VRfI1ca5rRc";"Elastic and Inelastic Collisions";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"rSXbPEVAKd0";"Examples on Energy based (quadratic) in 2D - Elastic Collision";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"1ixZ9iXZJus";"Inelastic Collisions in 2D";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"kYXzmbcyIOM";"Examples on Systems of Particles";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"fbxAaZ7hIw4";"Examples on Application on 2D mass distribution physics";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"kpnj22UsPww";"Calculation of Velocity of centre of mass and acceleration";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"82ERrYoDQ10";"Impulse in Collisions in 1D";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"buQJKX1yTuI";"Perfectly inelastic collision in 1D";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"-lLzx0lY2Qw";"Elastic collision in 1D";;"PHYSICS";"IIT JEE";"Center of Mass and Momentum Conservation Collision"
"7Xd5qJnV6W";"Force between two poles, Coulomb's law";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"hY0b3emLGIE";"Transformer cores & Telephone diaphragms";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"H9Df5GwJeSw";"Bar magnet";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"ULJ9JvM87DY";"Paramagnetic Substances";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"tr5A3PaYnsc";"Gauss's law in magnetism";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"HJKXzWLQpbM";"Examples on Paramagnetic Substances";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"PPJ4MsflJ8E";"Angle of declination";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"WyO-JXC3yhY";"Examples on Diamagnetic Substances";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"o96V5yBbeeI";"Magnetic Monopole";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"yMe7-ZUz0nQ";"Magnetic field due to broad side-on position";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"bOGSUC1PNsM";"Dipole circle";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"Ae5VGckTaR0";"Permanent magnets";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"sDej_0LcTa0";"Examples on Ferromagnetic Substances";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"kb97TivvK50";"Examples on Applications broadside on position";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"Z_iDggrnNX8";"Vibration magnetometer";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"H1I9-VjCc-Y";"Apparent angle of dipole moment";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"qUkjMH0Rfyc";"Hysteresis";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"TlLtFAqIXhY";"Examples on Apparent angle of dip";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"cpnxTdm6c5Y";"Horizontal & Vertical component of earth's magnetic field";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"l4i8gKCYDJw";"Magnetic interaction between two short magnetic dipoles";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"BIDsTMBGp7A";"Retentivity";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"AAtI2rMGwO0";"Geometrical and Magnetic Length";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"xrJLIfRqItc";"Area";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"7Fmqo90tts8";"Relation between permeability and susceptibility";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
"hRyxCilntDg";"Permeability";;"PHYSICS";"IIT JEE";"Classical Magnetism and Magnetic Properties of Matter"
